,name,id,image,current_team_logo,current_team_color,birth_country_name,passport_country_names,current_team_name,market_value,total_matches,minutes_on_field,last_club_name,positions,age,contract_expires,goals,xg_shot,assists,xg_assist,duels_avg,duels_won,foot,height,weight,on_loan,successful_defensive_actions_avg,defensive_duels_avg,defensive_duels_won,aerial_duels_avg,aerial_duels_won,tackle_avg,possession_adjusted_tackle,shot_block_avg,interceptions_avg,possession_adjusted_interceptions,fouls_avg,yellow_cards,yellow_cards_avg,red_cards,red_cards_avg,successful_attacking_actions_avg,goals_avg,non_penalty_goal,non_penalty_goal_avg,xg_shot_avg,head_goals,head_goals_avg,shots,shots_avg,shots_on_target_percent,goal_conversion_percent,assists_avg,crosses_avg,accurate_crosses_percent,cross_from_left_avg,successful_cross_from_left_percent,cross_from_right_avg,successful_cross_from_right_percent,cross_to_goalie_box_avg,dribbles_avg,successful_dribbles_percent,offensive_duels_avg,offensive_duels_won,touch_in_box_avg,progressive_run_avg,accelerations_avg,received_pass_avg,received_long_pass_avg,foul_suffered_avg,passes_avg,accurate_passes_percent,forward_passes_avg,successful_forward_passes_percent,back_passes_avg,successful_back_passes_percent,vertical_passes_avg,successful_vertical_passes_percent,short_medium_pass_avg,accurate_short_medium_pass_percent,long_passes_avg,successful_long_passes_percent,average_pass_length,average_long_pass_length,xg_assist_avg,shot_assists_avg,pre_assist_avg,pre_pre_assist_avg,smart_passes_avg,accurate_smart_passes_percent,key_passes_avg,passes_to_final_third_avg,accurate_passes_to_final_third_percent,pass_to_penalty_area_avg,accurate_pass_to_penalty_area_percent,through_passes_avg,successful_through_passes_percent,deep_completed_pass_avg,deep_completed_cross_avg,progressive_pass_avg,successful_progressive_pass_percent,conceded_goals,conceded_goals_avg,shots_against,shots_against_avg,clean_sheets,save_percent,xg_save,xg_save_avg,prevented_goals,prevented_goals_avg,back_pass_to_gk_avg,goalkeeper_exits_avg,gk_aerial_duels_avg,free_kicks_taken_avg,direct_free_kicks_taken_avg,direct_free_kicks_on_target_percent,corners_taken_avg,penalties_taken,penalties_conversion_percent
114,G. Dickinson,-340534,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/3702_120x120.png,000000,England,['England'],Alfreton Town,0,1,13,Alfreton Town,"['LCMF3', 'LW']",19.0,,0,0.0,0,0.0,,,unknown,0,0,False,,,,,,,0.0,,,15.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.14,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
115,D. Edmundson,-393971,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g9100_120x120.png,000000,England,['England'],Curzon Ashton,0,1,1,Curzon Ashton,['CF'],21.0,,0,0.0,0,0.0,,,,0,0,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
116,R. McAuley,-558797,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g34054_120x120.png,000000,Northern Ireland,['Northern Ireland'],Peterborough Sports,0,6,490,Peterborough Sports,['CB'],,,0,0.04,0,0.0,15.43,65.48,,0,0,False,7.9,5.51,60.0,6.43,77.14,0.73,1.05,0.55,3.86,5.53,1.29,2,0.37,0,0.0,0.18,0.0,0,0.0,0.01,0,0.0,1,0.18,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,71.43,0.18,0.37,0.0,12.31,0.37,0.92,27.55,73.33,17.08,62.37,1.1,100.0,7.35,97.5,21.31,83.62,6.24,38.24,24.8,39.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.24,38.24,0.18,0.0,0.18,0.0,0.0,0.0,8.08,59.09,0,,0,,0,0.0,0.0,0.0,,,1.1,,,0.0,0.0,0.0,0.0,0,0.0
117,G. Overton,-360186,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g34054_120x120.png,000000,England,['England'],Peterborough Sports,0,3,175,Peterborough Sports,"['CF', 'LWF']",19.0,,0,0.65,1,0.37,20.57,22.5,unknown,0,0,False,2.57,2.06,75.0,5.66,9.09,0.0,0.0,0.0,1.03,1.54,0.51,0,0.0,0,0.0,2.06,0.0,0,0.0,0.34,0,0.0,3,1.54,0.0,0.0,0.51,1.03,50.0,0.0,0.0,1.03,50.0,0.0,5.14,30.0,9.77,15.79,3.6,1.54,1.54,12.86,2.57,0.0,17.49,76.47,0.51,0.0,9.77,89.47,3.6,85.71,16.46,78.13,0.0,0.0,13.72,0.0,0.19,1.03,0.0,0.0,0.0,0.0,0.51,0.51,100.0,0.51,100.0,0.0,0.0,0.51,0.51,1.03,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
118,M. Keegan,-503247,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/330_120x120.png,0000ff,England,['England'],Scunthorpe United,0,1,106,Scunthorpe United,['RCB'],,,0,0.0,0,0.0,17.83,47.62,,0,0,False,6.79,4.25,80.0,11.04,38.46,0.0,0.0,0.85,3.4,5.22,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,100.0,0.0,0.0,0.0,12.74,0.0,0.85,18.68,86.36,9.34,72.73,2.55,100.0,6.79,100.0,13.58,100.0,5.09,50.0,27.35,44.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,40.0,0.85,0.0,0.85,0.0,0.0,0.0,3.4,100.0,0,,0,,0,0.0,0.0,0.0,,,2.55,,,0.0,0.0,0.0,0.0,0,0.0
119,M. Tolley,213624,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,['England'],Rushall Olympic,0,2,44,Rushall Olympic,"['RCMF3', 'RW']",,,0,0.0,0,0.0,,,,0,0,False,,,,,,,0.0,,,3.33,,1,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.73,20.62,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
120,H. Arnison,-175901,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4825_120x120.png,000000,Australia,['Australia'],Blyth Spartans,0,16,647,Blyth Spartans,"['CF', 'RCMF', 'LW']",22.0,,2,2.82,0,0.24,22.81,41.46,right,186,0,False,6.68,7.65,61.82,4.03,20.69,0.7,0.96,0.14,1.25,1.72,1.81,3,0.42,0,0.0,0.97,0.28,2,0.28,0.39,0,0.0,8,1.11,37.5,25.0,0.0,0.83,0.0,0.42,0.0,0.28,0.0,0.28,1.25,33.33,7.09,33.33,1.81,0.56,0.28,20.03,1.67,2.36,28.52,85.85,5.43,74.36,7.09,94.12,10.43,82.67,26.43,88.42,1.25,88.89,14.92,10.75,0.03,0.28,0.0,0.0,0.14,100.0,0.0,2.78,90.0,0.97,57.14,0.28,100.0,0.42,0.0,3.34,70.83,0,,0,,0,0.0,0.0,0.0,,,0.28,,,0.0,0.0,0.0,0.0,0,0.0
121,P. Kay,-479543,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4918_120x120.png,000000,England,['England'],Warrington Town,0,2,18,Warrington Town,"['RDMF', 'RAMF']",,,0,0.0,0,0.0,,,,0,0,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.19,22.19,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
122,D. Adewoju,-247351,https://cdn5.wyscout.com/photos/players/public/g-247351_100x130.png,https://cdn5.wyscout.com/photos/team/public/g25837_120x120.png,000000,England,['England'],Farsley Celtic FC,0,6,349,Farsley Celtic FC,"['LCB3', 'LB', 'LCB']",20.0,,0,0.0,0,0.0,23.21,53.33,unknown,193,0,False,12.64,10.06,71.79,5.93,65.22,0.0,0.0,0.0,5.42,8.87,1.55,1,0.26,0,0.0,0.26,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.0,0.0,0.0,0.26,0.77,33.33,4.38,17.65,0.26,0.77,0.26,10.06,0.26,0.26,26.3,66.67,14.7,57.89,2.84,90.91,4.9,89.47,18.83,72.6,6.96,55.56,22.17,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,42.86,0.52,0.0,0.26,0.0,0.0,0.0,7.74,60.0,0,,0,,0,0.0,0.0,0.0,,,1.03,,,0.0,0.0,0.0,0.0,0,0.0
123,C. McWilliams,-132649,https://cdn5.wyscout.com/photos/players/public/g-132649_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,['England'],Rushall Olympic,0,6,570,Rushall Olympic,"['RB', 'LWB', 'LB']",22.0,,0,0.0,0,0.01,21.0,45.86,,178,66,False,9.63,8.05,64.71,3.95,16.0,0.32,0.49,0.32,4.11,6.34,1.26,2,0.32,0,0.0,2.84,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.05,38.46,0.95,33.33,0.95,50.0,0.47,2.68,76.47,6.32,47.5,0.47,2.37,0.47,18.47,0.47,0.63,32.68,72.95,15.47,65.31,5.68,94.44,8.37,75.47,25.11,79.25,5.53,57.14,20.63,34.78,0.0,0.16,0.0,0.0,0.16,0.0,0.0,6.0,57.89,2.53,50.0,0.32,0.0,0.32,0.63,8.53,68.52,0,,0,,0,0.0,0.0,0.0,,,1.11,,,0.32,0.0,0.0,0.32,0,0.0
124,J. Gibson,-569423,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g24446_120x120.png,000000,England,['England'],Darlington 1883,0,1,8,Darlington 1883,['CF'],,,0,0.0,0,0.0,,,,0,0,False,,,,,,,0.0,,,60.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.97,35.07,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
125,R. Reid,-385663,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,['England'],Rushall Olympic,0,4,65,Rushall Olympic,"['CF', 'RW']",27.0,,0,0.0,0,0.0,16.62,41.67,,0,0,False,4.15,2.77,100.0,1.38,0.0,0.0,0.0,0.0,1.38,2.0,1.38,0,0.0,0,0.0,1.38,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.77,0.0,1.38,0.0,1.38,0.0,0.0,2.77,50.0,8.31,16.67,2.77,0.0,0.0,9.69,0.0,0.0,18.0,76.92,2.77,100.0,2.77,100.0,9.69,71.43,15.23,90.91,0.0,0.0,14.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
126,L. Burgess,490033,https://cdn5.wyscout.com/photos/players/public/g490033_100x130.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,['England'],Southport,0,20,1132,Southport,"['LW', 'RCMF', 'LAMF']",25.0,2024-06-30,0,0.78,1,0.8,12.56,36.08,,175,0,False,4.61,2.15,55.56,2.46,32.26,0.48,0.66,0.0,2.94,4.08,1.11,3,0.24,2,0.16,0.95,0.0,0,0.0,0.06,0,0.0,8,0.64,0.0,0.0,0.08,0.8,50.0,0.8,50.0,0.0,0.0,0.16,0.87,54.55,5.01,36.51,1.43,0.48,0.0,18.92,0.8,1.19,29.1,84.43,7.23,64.84,8.51,97.2,8.43,89.62,25.6,89.44,2.86,47.22,17.01,23.68,0.06,0.72,0.0,0.0,0.08,100.0,0.24,3.34,61.9,0.95,66.67,0.32,50.0,0.87,0.32,4.37,70.91,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.08,0.0,0.0,0.24,0,0.0
127,B. Fowkes,413271,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g34054_120x120.png,000000,England,['England'],Peterborough Sports,0,29,2092,Peterborough Sports,"['CF', 'LAMF']",25.0,,4,5.19,0,0.51,22.89,35.71,right,178,0,False,3.4,3.31,74.03,4.04,11.7,0.04,0.06,0.0,0.9,1.28,0.47,2,0.09,0,0.0,4.86,0.17,4,0.17,0.22,0,0.0,48,2.07,41.67,8.333,0.0,2.07,33.33,1.59,32.43,0.43,40.0,0.34,5.29,60.16,12.05,37.86,3.57,2.07,0.47,9.21,1.38,1.12,14.5,71.51,3.01,55.71,3.96,95.65,3.48,71.6,11.31,80.99,1.16,48.15,18.92,15.58,0.02,0.26,0.09,0.09,0.22,60.0,0.13,0.99,47.83,1.2,57.14,0.22,60.0,0.34,0.65,1.98,65.22,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.04,0.04,0.0,0.09,0,0.0
128,C. Wise,-298108,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4806_120x120.png,000000,England,['England'],Banbury United,0,2,19,Banbury United,"['RCB', 'CF']",28.0,,0,0.0,0,0.0,,,,0,0,False,,,,,,,0.0,,,15.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95,16.42,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
129,J. Johnson,-290905,https://cdn5.wyscout.com/photos/players/public/g-290905_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4806_120x120.png,000000,England,['England'],Banbury United,0,8,589,Banbury United,"['RCMF', 'AMF', 'LAMF']",19.0,,1,0.6,0,0.01,17.72,43.1,,180,71,False,9.32,7.64,60.0,3.21,38.1,1.22,1.64,0.46,3.51,4.73,1.68,0,0.0,0,0.0,1.07,0.15,1,0.15,0.09,0,0.0,7,1.07,71.43,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,18.18,3.82,24.0,0.92,1.68,0.92,14.67,0.0,0.15,25.98,75.88,7.49,65.31,4.43,86.21,10.08,83.33,22.46,79.59,3.51,52.17,19.37,33.38,0.0,0.15,0.0,0.0,0.15,0.0,0.15,3.82,44.0,1.53,50.0,0.76,20.0,0.46,0.0,4.89,62.5,0,,0,,0,0.0,0.0,0.0,,,0.46,,,0.15,0.0,0.0,0.0,0,0.0
130,D. Hollifield-Meegan,-567323,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4806_120x120.png,000000,Republic of Ireland,['Republic of Ireland'],Banbury United,0,1,14,Banbury United,['RW'],,,0,0.0,0,0.0,,,,0,0,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
131,A. Marriott,81179,https://cdn5.wyscout.com/photos/players/public/65630_100x130.png,https://cdn5.wyscout.com/photos/team/public/g737_120x120.png,000000,England,['England'],Boston United,0,6,220,Boston United,['CF'],32.0,2024-06-30,0,0.63,0,0.0,26.18,20.31,right,175,71,True,2.45,2.86,28.57,9.82,12.5,0.0,0.0,0.0,1.64,2.86,1.64,0,0.0,0,0.0,1.64,0.0,0,0.0,0.26,0,0.0,5,2.05,40.0,0.0,0.0,0.41,0.0,0.0,0.0,0.41,0.0,0.0,1.64,25.0,6.14,13.33,1.64,0.41,0.0,16.77,1.23,0.82,29.05,84.51,5.73,71.43,8.59,90.48,9.41,100.0,28.23,85.51,0.41,100.0,17.34,7.52,0.0,0.0,0.0,0.0,0.41,100.0,0.0,3.68,77.78,0.41,100.0,0.41,100.0,0.41,0.0,2.05,80.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.41,0.41,100.0,0.0,0,0.0
132,D. Mchale,-572000,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g35055_120x120.png,000000,,[],Hereford FC,0,1,80,Hereford FC,"['RCMF', 'RW']",,,0,0.09,0,0.0,18.0,50.0,,0,0,False,2.25,0.0,0.0,2.25,0.0,0.0,0.0,0.0,2.25,3.75,0.0,0,0.0,0,0.0,5.63,0.0,0,0.0,0.1,0,0.0,2,2.25,0.0,0.0,0.0,1.13,0.0,0.0,0.0,1.13,0.0,0.0,10.13,55.56,14.63,61.54,1.13,5.63,0.0,16.88,1.13,3.38,24.75,68.18,9.0,62.5,3.38,100.0,3.38,66.67,21.38,73.68,2.25,50.0,20.45,41.72,0.0,0.0,1.13,0.0,0.0,0.0,0.0,4.5,50.0,2.25,50.0,0.0,0.0,2.25,0.0,5.63,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
133,L. Dolman,51047,https://cdn5.wyscout.com/photos/players/public/g51047_100x130.png,https://cdn5.wyscout.com/photos/team/public/2751_120x120.png,000000,England,['England'],Tamworth,0,24,2191,Tamworth,['LCB'],36.0,2024-06-30,1,1.16,1,0.77,12.73,60.65,right,188,0,False,5.75,3.16,74.03,5.79,59.57,0.16,0.23,0.33,3.25,4.6,0.49,5,0.21,0,0.0,0.29,0.04,1,0.04,0.05,1,0.04,12,0.49,33.33,8.333,0.04,0.04,100.0,0.04,100.0,0.0,0.0,0.04,0.08,100.0,0.29,57.14,0.66,0.16,0.0,4.85,0.21,0.21,17.42,73.82,9.57,62.66,1.48,91.67,4.97,90.08,12.28,82.61,5.09,52.42,24.55,40.05,0.03,0.21,0.0,0.0,0.0,0.0,0.08,3.45,48.81,0.37,33.33,0.33,12.5,0.21,0.04,4.72,63.48,0,,0,,0,0.0,0.0,0.0,,,1.19,,,0.0,0.0,0.0,0.0,0,0.0
134,A. Rutlegde,-572001,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g24446_120x120.png,000000,,[],Darlington 1883,0,1,40,Darlington 1883,['CF'],,,0,0.0,0,0.0,,,,0,0,False,,,,,,,0.0,,,3.75,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3,48.34,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
135,C. Sullivan,-541008,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,['England'],Rushall Olympic,0,12,846,Rushall Olympic,"['RB', 'RAMF', 'LW']",20.0,,0,0.21,1,0.4,17.55,45.45,right,0,0,False,7.55,7.34,59.42,2.34,18.18,0.32,0.43,0.0,2.87,3.91,1.17,2,0.21,0,0.0,3.4,0.0,0,0.0,0.02,0,0.0,6,0.64,16.67,0.0,0.11,4.47,33.33,1.6,46.67,2.87,25.93,0.64,2.77,61.54,5.53,40.38,0.43,1.49,0.85,20.43,3.19,0.53,29.57,73.02,8.83,65.06,5.0,95.74,10.96,68.93,21.81,84.88,3.4,50.0,21.12,27.92,0.04,0.64,0.0,0.0,0.11,100.0,0.43,5.64,60.38,4.04,39.47,0.32,33.33,0.21,1.38,7.66,81.94,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.64,0.11,0.0,0.74,0,0.0
136,O. Peters,-470712,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4771_120x120.png,000000,England,['England'],Bishop's Stortford,0,18,1302,Bishop's Stortford,"['RCMF', 'LCMF', 'RDMF']",24.0,,0,0.92,0,0.72,13.89,42.29,right,0,0,False,5.46,3.53,68.63,3.73,35.19,0.41,0.6,0.14,2.63,3.8,0.35,2,0.14,0,0.0,1.11,0.0,0,0.0,0.06,0,0.0,13,0.9,7.69,0.0,0.0,0.48,57.14,0.14,100.0,0.35,40.0,0.07,0.83,66.67,4.35,31.75,0.55,1.04,0.35,20.39,0.69,0.48,34.29,81.85,12.65,66.67,4.77,94.2,11.68,89.94,30.9,85.68,2.9,45.24,19.25,32.59,0.05,0.55,0.07,0.0,0.48,42.86,0.14,6.15,68.54,1.38,50.0,0.62,11.11,0.41,0.28,6.15,73.03,0,,0,,0,0.0,0.0,0.0,,,0.35,,,0.76,0.14,50.0,0.83,0,0.0
137,B. Marlow,387151,https://cdn5.wyscout.com/photos/players/public/g387151_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4771_120x120.png,000000,England,['England'],Bishop's Stortford,0,4,224,Bishop's Stortford,"['RDMF', 'LDMF', 'RCMF']",28.0,,0,0.01,0,0.0,30.13,53.33,right,182,0,False,14.06,9.64,58.33,8.84,63.64,2.41,2.86,0.4,6.03,7.14,1.61,0,0.0,0,0.0,1.61,0.0,0,0.0,0.0,0,0.0,1,0.4,0.0,0.0,0.0,1.61,25.0,0.4,0.0,1.21,33.33,0.0,1.61,75.0,4.02,40.0,0.8,0.0,0.0,10.85,0.0,0.4,23.71,62.71,10.85,40.74,4.02,100.0,6.83,82.35,18.08,75.56,4.02,20.0,21.64,30.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,9.09,2.01,0.0,0.4,0.0,0.0,0.0,4.02,60.0,0,,0,,0,0.0,0.0,0.0,,,0.4,,,0.0,0.0,0.0,0.0,0,0.0
138,J. Ngandu,-98581,https://cdn5.wyscout.com/photos/players/public/g-98581_100x130.png,https://cdn5.wyscout.com/photos/team/public/g24446_120x120.png,000000,England,['England'],Darlington 1883,0,19,1271,Darlington 1883,"['AMF', 'LW', 'LAMF']",22.0,,2,1.08,0,1.1,22.16,42.81,,0,0,False,5.38,6.3,62.92,2.2,16.13,0.0,0.0,0.07,1.42,1.98,1.06,3,0.21,0,0.0,3.54,0.14,2,0.14,0.08,0,0.0,21,1.49,47.62,9.524,0.0,2.12,30.0,1.63,30.43,0.42,16.67,0.28,4.46,49.21,10.55,36.91,1.35,0.85,0.28,14.66,1.63,1.27,23.58,69.37,6.16,55.17,5.38,90.79,6.94,65.31,19.61,77.26,1.91,29.63,16.29,19.04,0.08,0.71,0.0,0.0,0.35,0.0,0.07,2.27,43.75,2.34,33.33,0.42,0.0,0.35,0.71,3.54,60.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.85,0.07,100.0,1.06,0,0.0
139,C. Waller,-469365,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4806_120x120.png,000000,England,['England'],Banbury United,0,11,1090,Banbury United,"['LCB', 'CB', 'LCB3']",19.0,,1,0.87,0,0.0,20.15,59.43,,0,0,False,12.47,6.69,77.78,7.93,54.17,0.17,0.23,0.41,7.1,10.0,0.58,2,0.17,0,0.0,0.58,0.08,1,0.08,0.07,0,0.0,6,0.5,66.67,16.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,37.5,2.39,27.59,0.66,1.49,0.83,13.62,0.17,0.99,31.29,63.85,17.09,49.28,1.07,76.92,10.4,88.89,22.79,76.09,8.5,31.07,23.76,37.21,0.0,0.0,0.08,0.08,0.0,0.0,0.0,5.2,34.92,0.33,50.0,0.08,0.0,0.25,0.0,8.75,37.74,0,,0,,0,0.0,0.0,0.0,,,0.66,,,0.0,0.0,0.0,0.0,0,0.0
140,A. Yussuf,168885,https://cdn5.wyscout.com/photos/players/public/g168885_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4806_120x120.png,000000,Tanzania,"['Tanzania', 'England']",Banbury United,0,20,1254,Banbury United,['CF'],32.0,,5,3.58,0,0.35,31.94,23.6,left,185,76,False,2.73,2.66,56.76,8.68,24.79,0.07,0.11,0.07,1.15,1.72,3.3,2,0.14,0,0.0,1.94,0.36,5,0.36,0.26,0,0.0,22,1.58,36.36,22.727,0.0,1.29,27.78,0.93,23.08,0.36,40.0,0.14,1.44,45.0,11.84,20.61,2.87,0.72,0.22,8.9,1.65,0.65,15.29,62.91,4.52,65.08,2.73,86.84,4.16,55.17,13.49,67.55,0.5,28.57,16.73,10.59,0.02,0.65,0.0,0.0,0.72,50.0,0.22,2.66,48.65,1.87,53.85,0.65,33.33,0.93,0.29,2.08,86.21,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
141,S. Carroll,-555000,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g25837_120x120.png,000000,England,['England'],Farsley Celtic FC,0,1,5,Farsley Celtic FC,['AMF'],,,0,0.0,0,0.0,,,,0,0,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.67,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
142,H. Rowe,-340538,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g25837_120x120.png,000000,England,"['England', 'Republic of Ireland']",Farsley Celtic FC,0,7,404,Farsley Celtic FC,"['RWB', 'RB']",20.0,,0,0.11,0,0.04,26.73,47.5,,0,0,False,12.25,12.25,54.55,2.9,46.15,0.0,0.0,0.22,5.57,8.82,1.11,1,0.22,0,0.0,2.23,0.0,0,0.0,0.02,0,0.0,4,0.89,25.0,0.0,0.0,0.67,33.33,0.0,0.0,0.67,33.33,0.0,4.01,44.44,7.57,32.35,0.45,2.23,1.11,8.02,0.89,0.67,19.16,67.44,6.46,37.93,5.35,95.83,3.34,66.67,16.04,73.61,2.45,36.36,17.0,17.82,0.01,0.22,0.0,0.0,0.0,0.0,0.0,2.45,36.36,0.45,0.0,0.0,0.0,0.45,0.22,3.12,42.86,0,,0,,0,0.0,0.0,0.0,,,0.89,,,0.0,0.0,0.0,0.0,0,0.0
143,E. Whitehouse,280953,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g16344_120x120.png,000000,England,['England'],Chester,0,41,3811,Chester,"['DMF', 'LCMF3', 'RCMF']",30.0,2024-06-30,9,8.58,2,1.82,17.29,54.37,right,180,80,False,8.27,4.89,64.73,5.62,54.2,0.26,0.38,0.19,4.84,7.0,1.02,9,0.21,0,0.0,1.16,0.21,5,0.12,0.2,1,0.02,46,1.09,39.13,19.565,0.05,0.83,28.57,0.5,23.81,0.33,35.71,0.05,0.85,52.78,3.54,38.0,1.35,0.68,0.31,21.18,0.35,1.09,36.56,80.68,13.84,66.38,5.36,94.71,12.4,90.86,32.24,86.3,3.54,41.33,18.71,32.22,0.04,0.28,0.0,0.0,0.09,50.0,0.12,6.71,67.25,1.09,50.0,0.12,40.0,0.52,0.24,6.21,74.9,0,,0,,0,0.0,0.0,0.0,,,0.57,,,0.02,0.02,0.0,0.0,5,80.0
