,name,id,image,current_team_logo,current_team_color,birth_country_name,passport_country_names,current_team_name,market_value,total_matches,minutes_on_field,last_club_name,positions,age,contract_expires,goals,xg_shot,assists,xg_assist,duels_avg,duels_won,foot,height,weight,on_loan,successful_defensive_actions_avg,defensive_duels_avg,defensive_duels_won,aerial_duels_avg,aerial_duels_won,tackle_avg,possession_adjusted_tackle,shot_block_avg,interceptions_avg,possession_adjusted_interceptions,fouls_avg,yellow_cards,yellow_cards_avg,red_cards,red_cards_avg,successful_attacking_actions_avg,goals_avg,non_penalty_goal,non_penalty_goal_avg,xg_shot_avg,head_goals,head_goals_avg,shots,shots_avg,shots_on_target_percent,goal_conversion_percent,assists_avg,crosses_avg,accurate_crosses_percent,cross_from_left_avg,successful_cross_from_left_percent,cross_from_right_avg,successful_cross_from_right_percent,cross_to_goalie_box_avg,dribbles_avg,successful_dribbles_percent,offensive_duels_avg,offensive_duels_won,touch_in_box_avg,progressive_run_avg,accelerations_avg,received_pass_avg,received_long_pass_avg,foul_suffered_avg,passes_avg,accurate_passes_percent,forward_passes_avg,successful_forward_passes_percent,back_passes_avg,successful_back_passes_percent,vertical_passes_avg,successful_vertical_passes_percent,short_medium_pass_avg,accurate_short_medium_pass_percent,long_passes_avg,successful_long_passes_percent,average_pass_length,average_long_pass_length,xg_assist_avg,shot_assists_avg,pre_assist_avg,pre_pre_assist_avg,smart_passes_avg,accurate_smart_passes_percent,key_passes_avg,passes_to_final_third_avg,accurate_passes_to_final_third_percent,pass_to_penalty_area_avg,accurate_pass_to_penalty_area_percent,through_passes_avg,successful_through_passes_percent,deep_completed_pass_avg,deep_completed_cross_avg,progressive_pass_avg,successful_progressive_pass_percent,conceded_goals,conceded_goals_avg,shots_against,shots_against_avg,clean_sheets,save_percent,xg_save,xg_save_avg,prevented_goals,prevented_goals_avg,back_pass_to_gk_avg,goalkeeper_exits_avg,gk_aerial_duels_avg,free_kicks_taken_avg,direct_free_kicks_taken_avg,direct_free_kicks_on_target_percent,corners_taken_avg,penalties_taken,penalties_conversion_percent
0,A. Bott,-476332,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g16344_120x120.png,000000,,[],Chester,0,1,1,Chester,['AMF'],,,0,0.0,0,0.0,,,,0,0,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
1,A.  Jones,-469571,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4771_120x120.png,000000,England,['England'],Bishop's Stortford,0,1,4,Bishop's Stortford,['LAMF'],22.0,,0,0.0,0,0.0,,,right,182,0,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.71,31.71,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
2,W. Mcgowan,-471259,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4825_120x120.png,000000,England,['England'],Blyth Spartans,0,8,789,Blyth Spartans,"['AMF', 'RDMF', 'DMF']",21.0,,3,1.52,0,0.89,19.28,43.79,,0,0,False,7.3,5.59,63.27,2.05,33.33,0.0,0.0,0.11,3.76,5.5,0.68,0,0.0,0,0.0,2.85,0.34,3,0.34,0.17,0,0.0,12,1.37,41.67,25.0,0.0,1.14,40.0,0.57,40.0,0.57,40.0,0.11,3.19,46.43,8.56,40.0,2.74,1.94,0.46,25.67,0.57,2.17,40.04,84.05,10.49,64.13,8.21,94.44,14.71,89.92,36.27,87.42,2.74,54.17,17.28,27.16,0.1,1.03,0.0,0.0,1.03,33.33,0.68,5.02,70.45,2.28,50.0,1.83,25.0,1.25,0.46,5.59,75.51,0,,0,,0,0.0,0.0,0.0,,,0.68,,,0.23,0.11,0.0,0.8,0,0.0
3,L. Richards,-356807,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4813_120x120.png,000000,Wales,['Wales'],Gloucester City,0,3,90,Gloucester City,"['CB', 'RCB']",22.0,,0,0.19,0,0.0,15.0,66.67,unknown,0,0,False,11.0,4.0,75.0,10.0,60.0,0.0,0.0,5.0,8.0,8.89,1.0,1,1.0,0,0.0,1.0,0.0,0,0.0,0.19,0,0.0,1,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,1.0,0.0,1.0,0.0,1.0,18.0,61.11,12.0,50.0,2.0,100.0,3.0,66.67,11.0,72.73,7.0,42.86,29.37,37.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,11.0,54.55,0,,0,,0,0.0,0.0,0.0,,,2.0,,,0.0,0.0,0.0,0.0,0,0.0
4,T. Walker,394135,https://cdn5.wyscout.com/photos/players/public/g394135_100x130.png,https://cdn5.wyscout.com/photos/team/public/g6882_120x120.png,000000,England,['England'],Buxton,0,4,94,Buxton,"['LAMF', 'LWF', 'DMF']",28.0,2024-06-30,0,0.0,1,0.41,13.4,28.57,left,182,0,True,4.79,2.87,0.0,1.91,100.0,0.96,1.76,0.0,3.83,7.06,0.0,0,0.0,0,0.0,0.96,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.96,4.79,0.0,4.79,0.0,0.0,0.0,0.0,4.79,20.0,7.66,25.0,0.96,1.91,0.96,18.19,0.96,0.0,24.89,65.38,5.74,50.0,7.66,100.0,7.66,50.0,15.32,100.0,4.79,20.0,22.09,22.13,0.39,1.91,0.0,0.0,0.0,0.0,0.0,0.96,0.0,2.87,0.0,0.0,0.0,0.0,0.0,5.74,50.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,3.83,0.0,0.0,4.79,0,0.0
5,W. Grewal-Pollard,-136730,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/3702_120x120.png,000000,England,['England'],Alfreton Town,0,4,55,Alfreton Town,"['LW', 'LWB', 'LAMF']",21.0,,0,0.0,0,0.0,14.73,55.56,left,0,0,False,6.55,4.91,66.67,3.27,50.0,0.0,0.0,0.0,3.27,8.57,1.64,0,0.0,0,0.0,1.64,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.64,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,13.09,0.0,0.0,19.64,58.33,4.91,66.67,4.91,100.0,8.18,20.0,11.45,71.43,8.18,40.0,24.6,36.99,0.0,0.0,0.0,0.0,1.64,100.0,0.0,8.18,40.0,1.64,100.0,0.0,0.0,0.0,0.0,6.55,50.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,3.27,0.0,0.0,1.64,0,0.0
6,W. Tahra,-380300,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4813_120x120.png,000000,France,['France'],Gloucester City,0,1,26,Gloucester City,['AMF'],25.0,,0,0.0,0,0.32,,,left,186,0,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.77,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
7,F. Tapp,468724,https://cdn5.wyscout.com/photos/players/public/g468724_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4806_120x120.png,000000,England,['England'],Banbury United,0,4,244,Banbury United,"['DMF', 'RCB', 'RCB3']",24.0,,0,0.38,0,0.0,15.86,41.86,right,184,79,False,8.48,4.43,58.33,4.43,41.67,1.11,1.67,0.0,4.8,7.22,0.74,1,0.37,0,0.0,0.37,0.0,0,0.0,0.14,0,0.0,1,0.37,100.0,0.0,0.0,0.37,0.0,0.37,0.0,0.0,0.0,0.0,0.37,0.0,1.84,0.0,1.11,0.37,0.0,16.97,0.37,0.37,36.89,65.0,20.66,69.64,3.32,66.67,11.8,59.38,27.3,70.27,9.22,52.0,27.56,47.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07,56.67,0.37,100.0,0.0,0.0,0.37,0.0,11.8,68.75,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
8,F. Thorndike,523640,https://cdn5.wyscout.com/photos/players/public/g523640_100x130.png,https://cdn5.wyscout.com/photos/team/public/g737_120x120.png,000000,England,['England'],Boston United,0,7,476,Boston United,"['LCMF3', 'RW', 'CF']",21.0,2024-06-30,0,0.17,0,0.97,19.66,41.35,right,0,0,False,3.03,3.97,57.14,1.7,11.11,0.19,0.28,0.0,0.57,0.83,0.57,4,0.76,0,0.0,4.54,0.0,0,0.0,0.03,0,0.0,6,1.13,16.67,0.0,0.0,0.76,75.0,0.57,100.0,0.0,0.0,0.0,6.62,54.29,11.53,37.7,1.89,1.7,0.19,17.77,0.95,0.76,27.79,80.95,8.7,60.87,6.05,93.75,6.43,91.18,24.58,83.85,2.46,53.85,15.35,19.48,0.18,2.08,0.0,0.19,0.38,50.0,0.57,3.59,52.63,1.89,70.0,0.76,50.0,1.51,0.57,5.11,74.07,0,,0,,0,0.0,0.0,0.0,,,0.19,,,0.19,0.19,0.0,0.0,0,0.0
9,J. Oliver,-302779,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/3702_120x120.png,000000,England,['England'],Alfreton Town,0,8,279,Alfreton Town,"['RAMF', 'LAMF', 'LWF']",21.0,,0,0.07,1,0.55,21.29,31.82,,0,0,False,4.19,5.48,47.06,2.58,25.0,0.0,0.0,0.0,1.61,2.59,0.65,0,0.0,0,0.0,2.9,0.0,0,0.0,0.02,0,0.0,2,0.65,50.0,0.0,0.32,2.9,22.22,1.29,25.0,1.61,20.0,1.61,3.23,60.0,10.65,27.27,1.61,0.97,0.65,4.19,0.0,1.94,12.58,61.54,2.58,37.5,3.55,100.0,4.19,53.85,8.71,81.48,0.97,0.0,19.16,11.39,0.18,0.97,0.0,0.0,0.0,0.0,0.32,0.65,0.0,3.23,40.0,0.32,0.0,0.32,0.97,2.26,57.14,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.32,0.0,0.0,0.97,0,0.0
10,L. Mariette,-222592,https://cdn5.wyscout.com/photos/players/public/g-222592_100x130.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,Wales,['Wales'],Southport,0,2,49,Southport,"['LCMF', 'CF']",19.0,2024-06-30,0,0.0,0,0.03,9.18,40.0,right,0,0,True,1.84,0.0,0.0,7.35,50.0,0.0,0.0,0.0,1.84,3.33,0.0,1,1.84,0,0.0,1.84,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.84,100.0,1.84,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.18,0.0,34.9,0.0,0.0,60.61,72.73,20.2,45.45,9.18,80.0,25.71,85.71,47.76,80.77,12.86,42.86,19.47,30.77,0.05,1.84,0.0,0.0,0.0,0.0,0.0,14.69,87.5,3.67,0.0,0.0,0.0,1.84,0.0,12.86,71.43,0,,0,,0,0.0,0.0,0.0,,,0.0,,,1.84,0.0,0.0,0.0,0,0.0
11,E. Wenayeto,-528129,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g6882_120x120.png,000000,England,['England'],Buxton,0,1,2,Buxton,['CF'],,,0,0.0,0,0.0,,,,0,0,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
12,T. Deacon,-469702,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/2751_120x120.png,000000,England,['England'],Tamworth,0,6,265,Tamworth,['CF'],25.0,,0,0.31,1,0.13,53.66,25.32,right,188,0,False,4.75,3.74,63.64,32.26,24.21,0.34,0.51,0.0,2.04,3.05,2.38,0,0.0,0,0.0,0.68,0.0,0,0.0,0.11,0,0.0,3,1.02,33.33,0.0,0.34,0.68,0.0,0.0,0.0,0.68,0.0,0.0,0.68,50.0,5.77,23.53,2.38,0.68,0.0,9.85,3.74,1.7,13.25,74.36,2.04,66.67,4.42,84.62,4.42,61.54,12.23,80.56,0.34,0.0,8.87,9.96,0.04,0.68,0.0,0.0,0.0,0.0,0.34,1.02,33.33,0.68,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
13,Z. Goodson,-371288,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g16344_120x120.png,000000,England,['England'],Chester,0,3,241,Chester,"['RAMF', 'LAMF', 'CF']",23.0,,1,1.34,0,0.0,14.94,55.0,unknown,0,0,False,5.23,4.11,81.82,1.12,0.0,0.0,0.0,0.0,1.87,2.42,1.12,0,0.0,0,0.0,4.11,0.37,1,0.37,0.5,0,0.0,7,2.61,42.86,14.286,0.0,0.75,0.0,0.0,0.0,0.75,0.0,0.0,3.36,88.89,5.6,73.33,1.87,0.75,0.0,11.95,0.37,1.49,15.68,80.95,3.36,44.44,4.11,100.0,5.6,86.67,14.19,86.84,1.12,33.33,21.15,34.84,0.0,0.0,0.0,0.0,0.37,0.0,0.0,1.12,66.67,0.37,100.0,0.37,0.0,0.37,0.0,0.75,50.0,0,,0,,0,0.0,0.0,0.0,,,0.75,,,0.0,0.0,0.0,0.0,0,0.0
14,L. Earl,-286098,https://cdn5.wyscout.com/photos/players/public/g-286098_100x130.png,https://cdn5.wyscout.com/photos/team/public/g16344_120x120.png,000000,England,['England'],Chester,0,3,199,Chester,"['RDMF', 'DMF', 'LCMF']",21.0,,0,0.01,0,0.22,22.16,67.35,right,0,0,False,14.02,9.95,86.36,6.33,42.86,0.45,0.61,0.45,4.97,6.73,0.0,0,0.0,0,0.0,2.26,0.0,0,0.0,0.0,0,0.0,1,0.45,0.0,0.0,0.0,0.9,50.0,0.0,0.0,0.9,50.0,0.0,2.26,60.0,4.07,55.56,0.0,0.9,0.45,24.42,0.45,0.45,42.51,73.4,21.71,56.25,5.43,100.0,12.21,85.19,31.66,80.0,9.95,54.55,23.8,40.56,0.1,0.45,0.0,0.0,0.9,50.0,0.45,14.02,51.61,3.62,25.0,0.9,50.0,0.45,0.45,10.4,73.91,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
15,L. Britton,-205346,https://cdn5.wyscout.com/photos/players/public/g-205346_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4904_120x120.png,000000,England,['England'],Chorley,0,7,233,Chorley,['CF'],22.0,,1,0.72,0,0.1,35.54,29.35,right,192,0,False,2.32,2.7,42.86,17.38,35.56,0.0,0.0,0.0,1.16,1.5,2.32,1,0.39,0,0.0,2.7,0.39,1,0.39,0.28,1,0.39,7,2.7,57.14,14.286,0.0,0.39,100.0,0.0,0.0,0.39,100.0,0.0,1.93,40.0,8.11,9.52,3.09,0.0,0.0,9.66,3.48,0.39,11.59,63.33,1.55,25.0,2.32,83.33,5.02,53.85,10.82,64.29,0.77,50.0,17.0,11.13,0.04,0.39,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.39,0.0,1.55,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
16,W. Jones,-534130,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g20251_120x120.png,000000,England,['England'],King's Lynn Town,0,1,55,King's Lynn Town,['LAMF'],,,0,0.0,0,0.0,29.45,61.11,,0,0,False,18.0,16.36,90.0,3.27,0.0,1.64,1.67,0.0,1.64,1.67,0.0,0,0.0,0,0.0,3.27,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,66.67,6.55,50.0,1.64,1.64,0.0,8.18,1.64,1.64,11.45,57.14,3.27,50.0,1.64,100.0,1.64,100.0,8.18,60.0,3.27,50.0,20.54,47.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,50.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
17,M. Parker,-533722,https://cdn5.wyscout.com/photos/players/public/g-533722_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4771_120x120.png,000000,England,['England'],Bishop's Stortford,0,2,135,Bishop's Stortford,"['LCB', 'RCB']",25.0,,0,0.0,0,0.0,11.33,47.06,right,188,0,False,9.33,4.0,66.67,4.0,16.67,0.0,0.0,0.0,6.67,10.34,2.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,100.0,0.0,0.67,0.0,32.67,0.67,0.0,47.33,87.32,19.33,75.86,1.33,100.0,22.0,96.97,44.67,88.06,2.67,75.0,20.39,23.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,60.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,58.33,0,,0,,0,0.0,0.0,0.0,,,1.33,,,0.0,0.0,0.0,0.0,0,0.0
18,N. Tunchatchawan,-536028,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g25837_120x120.png,000000,England,['England'],Farsley Celtic FC,0,1,98,Farsley Celtic FC,"['LCB', 'LCB3']",19.0,,0,0.0,1,0.0,12.86,35.71,,0,0,False,10.1,4.59,40.0,7.35,25.0,0.0,0.0,0.0,8.27,10.38,1.84,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.18,0.0,0.0,19.29,66.67,8.27,33.33,2.76,100.0,7.35,87.5,15.61,82.35,3.67,0.0,25.09,47.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,33.33,0.92,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0,,0,,0,0.0,0.0,0.0,,,2.76,,,0.0,0.0,0.0,0.0,0,0.0
19,J. Leckie,-138641,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g25837_120x120.png,000000,England,['England'],Farsley Celtic FC,0,6,596,Farsley Celtic FC,['RCB3'],20.0,2024-06-30,0,0.0,0,0.07,17.67,46.15,,0,0,False,9.21,6.64,50.0,4.98,57.58,0.0,0.0,0.45,5.89,9.21,1.66,2,0.3,0,0.0,0.15,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.3,50.0,0.0,0.0,0.3,50.0,0.0,0.0,0.0,0.91,33.33,0.0,0.15,0.0,12.08,0.3,0.15,28.69,66.84,19.03,59.52,3.32,90.91,3.93,84.62,17.21,77.19,11.17,51.35,28.72,43.25,0.01,0.15,0.0,0.0,0.0,0.0,0.15,9.51,47.62,1.81,58.33,1.06,42.86,0.91,0.15,9.36,74.19,0,,0,,0,0.0,0.0,0.0,,,2.57,,,0.0,0.0,0.0,0.0,0,0.0
20,C. Round,-391310,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4825_120x120.png,000000,England,['England'],Blyth Spartans,0,4,266,Blyth Spartans,"['LAMF', 'CF']",,,0,0.0,2,1.27,18.95,37.5,,0,0,False,4.4,2.71,75.0,6.43,42.11,0.0,0.0,0.0,2.37,4.38,0.68,1,0.34,0,0.0,3.38,0.0,0,0.0,0.0,0,0.0,1,0.34,0.0,0.0,0.68,3.38,40.0,3.38,40.0,0.0,0.0,0.68,4.06,50.0,6.09,38.89,1.69,1.35,0.68,14.21,1.35,0.34,22.33,78.79,3.38,80.0,6.43,89.47,10.15,73.33,17.26,88.24,2.37,42.86,17.53,31.11,0.43,1.02,0.0,0.0,0.0,0.0,1.02,1.69,80.0,1.69,60.0,0.0,0.0,0.0,1.35,4.06,91.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
21,B. Starkie,-122417,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/3702_120x120.png,000000,Tanzania,['Tanzania'],Alfreton Town,0,1,32,Alfreton Town,"['RW', 'CF', 'RWB']",21.0,,0,0.0,0,0.0,,,,0,0,False,,,,,,,10.0,,,10.0,,1,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.04,34.65,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
22,J. Osude,-538353,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4771_120x120.png,000000,England,['England'],Bishop's Stortford,0,1,9,Bishop's Stortford,['CF'],24.0,,0,0.0,0,0.0,,,,168,0,False,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0
23,A. Teixeira,-390014,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g35055_120x120.png,000000,Angola,['Angola'],Hereford FC,0,17,1663,Hereford FC,"['RCMF', 'LDMF', 'RDMF']",21.0,,1,0.33,0,0.19,17.21,55.97,right,0,0,False,8.23,7.36,67.65,2.27,38.1,0.43,0.59,0.27,2.81,3.82,0.97,3,0.16,0,0.0,0.92,0.05,1,0.05,0.02,0,0.0,4,0.22,25.0,25.0,0.0,0.49,55.56,0.22,50.0,0.27,60.0,0.05,1.03,57.89,4.98,51.09,0.05,0.76,0.38,16.61,0.16,1.41,31.39,77.76,10.66,57.87,5.3,93.88,10.55,88.72,26.9,84.1,4.06,37.33,18.56,34.23,0.01,0.27,0.0,0.0,0.05,0.0,0.0,5.79,56.07,0.97,27.78,0.22,25.0,0.22,0.32,5.25,61.86,0,,0,,0,0.0,0.0,0.0,,,0.6,,,0.05,0.0,0.0,0.0,0,0.0
24,W. Fewster,-533732,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/3702_120x120.png,000000,England,['England'],Alfreton Town,0,5,356,Alfreton Town,"['RW', 'AMF', 'RWF']",20.0,,0,0.19,0,0.43,24.27,38.54,right,178,0,False,6.07,5.06,60.0,7.58,20.0,0.25,0.39,0.0,2.78,4.29,1.77,0,0.0,0,0.0,2.53,0.0,0,0.0,0.05,0,0.0,4,1.01,0.0,0.0,0.0,1.52,33.33,0.51,0.0,1.01,50.0,0.51,2.78,72.73,6.83,40.74,1.52,1.01,1.01,12.13,1.52,0.76,22.75,62.22,7.33,44.83,5.56,90.91,6.83,55.56,19.47,67.53,1.77,28.57,17.01,13.52,0.11,0.76,0.25,0.0,0.25,0.0,0.51,2.53,50.0,3.03,33.33,0.76,0.0,0.51,0.51,4.3,58.82,0,,0,,0,0.0,0.0,0.0,,,0.0,,,1.01,0.25,0.0,1.77,0,0.0
25,T. Braney,-357508,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4771_120x120.png,000000,England,['England'],Bishop's Stortford,0,4,198,Bishop's Stortford,"['CF', 'AMF', 'LW']",19.0,,0,0.02,0,0.0,18.64,21.95,,0,0,True,1.82,2.27,60.0,1.36,0.0,0.0,0.0,0.0,0.45,0.58,0.91,0,0.0,1,0.45,1.82,0.0,0,0.0,0.01,0,0.0,2,0.91,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.91,0.0,0.0,4.09,44.44,9.55,28.57,0.91,0.91,0.0,5.91,0.0,0.91,10.91,58.33,1.82,25.0,2.27,60.0,3.64,75.0,9.55,61.9,0.45,100.0,25.46,17.58,0.0,0.0,0.0,0.0,0.45,0.0,0.0,1.36,33.33,0.91,50.0,0.45,0.0,0.45,0.0,1.36,66.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
26,O. Wilson,-470872,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g737_120x120.png,000000,England,['England'],Boston United,0,5,95,Boston United,"['CF', 'RWB', 'LCMF3']",18.0,,0,0.09,0,0.0,27.47,27.59,unknown,0,0,False,2.84,3.79,75.0,9.47,40.0,0.0,0.0,0.0,0.0,0.0,0.95,0,0.0,0,0.0,0.95,0.0,0,0.0,0.09,0,0.0,1,0.95,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,12.32,7.69,1.89,1.89,0.0,12.32,0.95,0.0,20.84,81.82,6.63,71.43,1.89,100.0,6.63,85.71,20.84,81.82,0.0,0.0,10.53,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,2.84,100.0,0.95,0.0,1.89,0.0,0.0,0.0,3.79,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
27,J. Glover,-317935,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g23906_120x120.png,000000,England,['England'],Spennymoor Town,0,5,308,Spennymoor Town,"['LCMF', 'LDMF', 'RB']",20.0,,0,0.16,0,0.13,15.78,31.48,right,0,0,True,7.31,7.01,45.83,2.34,12.5,0.0,0.0,0.29,4.09,5.53,1.75,1,0.29,0,0.0,0.88,0.0,0,0.0,0.05,0,0.0,1,0.29,0.0,0.0,0.0,2.05,28.57,0.0,0.0,2.05,28.57,0.29,1.46,20.0,4.09,21.43,1.17,1.46,0.58,17.82,1.17,0.58,35.06,70.83,12.27,57.14,5.84,90.0,9.94,88.24,29.51,79.21,3.8,30.77,14.79,26.36,0.04,0.58,0.0,0.0,0.29,0.0,0.29,5.84,50.0,1.46,20.0,0.58,0.0,0.29,0.58,8.18,53.57,0,,0,,0,0.0,0.0,0.0,,,0.88,,,0.0,0.0,0.0,0.58,0,0.0
28,J. Windass,-283017,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g24446_120x120.png,000000,England,['England'],Darlington 1883,0,2,88,Darlington 1883,"['RWB', 'LWB']",24.0,,0,0.0,0,0.02,20.45,50.0,right,175,0,False,7.16,7.16,57.14,5.11,40.0,2.05,2.86,0.0,1.02,1.43,2.05,0,0.0,0,0.0,2.05,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,5.11,0.0,2.05,0.0,3.07,0.0,2.05,3.07,33.33,7.16,42.86,1.02,1.02,0.0,24.55,6.14,3.07,29.66,58.62,8.18,37.5,6.14,83.33,11.25,54.55,21.48,66.67,3.07,100.0,20.51,43.1,0.02,1.02,0.0,0.0,1.02,100.0,0.0,7.16,71.43,3.07,33.33,2.05,100.0,1.02,0.0,8.18,62.5,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
